age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,y,had_previous_contact,campaign_log,previous_log
31,blue-collar,single,secondary,no,-4,yes,no,cellular,15,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
54,blue-collar,married,primary,no,3170,yes,no,unknown,27,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
44,services,married,secondary,no,361,yes,no,unknown,29,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
26,blue-collar,married,primary,no,178,yes,no,unknown,4,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
39,admin.,married,secondary,no,2319,no,no,cellular,21,nov,1,137,1,failure,no,1,0.6931471805599453,0.6931471805599453
47,blue-collar,married,primary,no,475,yes,yes,cellular,29,jan,2,251,7,other,no,1,1.0986122886681098,2.0794415416798357
60,retired,married,secondary,no,7,no,yes,cellular,18,aug,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
43,management,single,secondary,no,2968,no,no,unknown,20,jun,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
33,management,divorced,tertiary,no,387,no,no,cellular,6,feb,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
34,management,married,tertiary,no,580,yes,no,cellular,10,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
52,management,married,tertiary,no,261,yes,no,unknown,12,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
82,retired,married,primary,no,243,no,no,cellular,26,jul,1,180,2,success,yes,1,0.6931471805599453,1.0986122886681098
35,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,1,360,2,failure,no,1,0.6931471805599453,1.0986122886681098
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,1,260,2,other,yes,1,0.6931471805599453,1.0986122886681098
28,management,single,secondary,no,967,yes,no,cellular,20,apr,1,334,1,failure,no,1,0.6931471805599453,0.6931471805599453
27,blue-collar,single,secondary,no,2074,no,yes,cellular,25,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
35,technician,single,tertiary,no,485,yes,no,unknown,29,may,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
56,blue-collar,married,secondary,no,-382,yes,no,unknown,15,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
54,management,married,tertiary,no,656,yes,yes,cellular,27,aug,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
52,blue-collar,single,primary,no,2024,yes,no,unknown,14,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
36,management,single,tertiary,no,609,no,no,cellular,18,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
29,blue-collar,married,primary,no,25,yes,no,unknown,4,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
57,admin.,divorced,primary,no,207,yes,no,cellular,16,apr,1,317,4,failure,no,1,0.6931471805599453,1.6094379124341003
56,blue-collar,married,unknown,no,3197,no,no,cellular,25,aug,13,-1,0,no_previous_contact,no,0,2.6390573296152584,0.0
42,management,married,secondary,no,580,no,no,cellular,22,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
35,management,single,secondary,no,5260,yes,no,unknown,20,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
44,unemployed,married,unknown,no,1309,no,no,telephone,30,jan,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
50,blue-collar,married,unknown,no,1389,yes,no,unknown,19,jun,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
28,admin.,single,secondary,no,7,yes,no,cellular,15,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
36,management,single,tertiary,no,181,yes,no,cellular,13,may,2,278,4,failure,no,1,1.0986122886681098,1.6094379124341003
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
40,services,divorced,primary,no,4,yes,no,cellular,7,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
35,blue-collar,divorced,secondary,no,286,yes,no,cellular,15,may,1,365,4,other,no,1,0.6931471805599453,1.6094379124341003
34,technician,married,secondary,no,-259,yes,no,unknown,27,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
42,technician,divorced,secondary,no,37,no,no,cellular,28,aug,16,-1,0,no_previous_contact,no,0,2.833213344056216,0.0
47,services,divorced,secondary,no,743,yes,yes,unknown,13,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
33,blue-collar,married,secondary,no,2645,yes,yes,unknown,6,jun,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
42,admin.,married,secondary,no,-465,no,yes,cellular,23,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
45,admin.,divorced,secondary,no,2353,yes,no,cellular,18,may,7,74,3,success,no,1,2.0794415416798357,1.3862943611198906
51,technician,divorced,primary,no,300,no,yes,cellular,5,feb,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
52,management,divorced,tertiary,no,-723,yes,yes,cellular,18,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
36,admin.,single,secondary,no,733,yes,no,cellular,20,apr,1,322,2,other,no,1,0.6931471805599453,1.0986122886681098
48,technician,single,secondary,no,-347,no,yes,cellular,7,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
41,admin.,single,secondary,no,0,yes,yes,cellular,7,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
50,retired,divorced,primary,no,2790,no,no,cellular,21,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
28,services,single,secondary,no,1820,yes,no,cellular,5,feb,2,203,1,success,no,1,1.0986122886681098,0.6931471805599453
33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
57,management,married,tertiary,no,1963,no,yes,cellular,8,aug,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
40,entrepreneur,married,tertiary,no,121,yes,no,cellular,22,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
37,blue-collar,single,secondary,no,1672,yes,no,cellular,11,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
45,management,married,unknown,no,9051,yes,no,unknown,19,may,63,-1,0,no_previous_contact,no,0,4.1588830833596715,0.0
44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,3,-1,0,no_previous_contact,yes,0,1.3862943611198906,0.0
34,services,divorced,secondary,no,27,yes,no,cellular,6,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
35,admin.,divorced,secondary,no,356,yes,no,unknown,29,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
34,technician,single,secondary,no,1174,no,no,cellular,25,aug,17,-1,0,no_previous_contact,no,0,2.8903717578961645,0.0
43,blue-collar,married,primary,no,3664,no,no,telephone,29,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
27,student,single,tertiary,no,24,yes,no,cellular,2,feb,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,1,183,2,success,yes,1,0.6931471805599453,1.0986122886681098
55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
30,technician,single,secondary,no,167,no,no,cellular,28,aug,14,-1,0,no_previous_contact,no,0,2.70805020110221,0.0
43,housemaid,divorced,tertiary,no,42,yes,no,cellular,19,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
36,blue-collar,single,secondary,no,1392,yes,no,unknown,15,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
53,entrepreneur,married,secondary,no,288,no,no,unknown,6,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
26,blue-collar,married,secondary,no,697,yes,no,cellular,18,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
40,services,married,secondary,no,939,yes,no,cellular,22,jul,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
41,blue-collar,divorced,secondary,no,-274,yes,no,cellular,8,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
37,blue-collar,married,secondary,no,1736,no,yes,unknown,18,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
35,services,married,secondary,no,-315,yes,no,cellular,11,may,2,368,2,failure,no,1,1.0986122886681098,1.0986122886681098
34,self-employed,single,tertiary,no,90,no,no,cellular,2,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
31,technician,married,unknown,no,14533,no,no,cellular,16,jun,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
59,blue-collar,married,primary,no,3587,no,yes,unknown,5,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
39,blue-collar,single,primary,no,-100,yes,no,cellular,14,may,1,358,2,failure,no,1,0.6931471805599453,1.0986122886681098
40,services,married,secondary,no,193,yes,yes,cellular,7,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
39,management,married,tertiary,no,0,yes,no,unknown,29,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
42,management,divorced,tertiary,no,1116,yes,no,unknown,19,may,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
31,technician,married,tertiary,no,0,no,no,cellular,29,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
43,housemaid,married,primary,no,94,no,no,cellular,23,jul,9,-1,0,no_previous_contact,no,0,2.302585092994046,0.0
37,management,married,tertiary,no,489,yes,no,cellular,3,apr,2,133,6,failure,no,1,1.0986122886681098,1.9459101490553132
45,blue-collar,married,secondary,no,2644,yes,no,cellular,21,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
36,management,married,tertiary,no,4,no,yes,cellular,29,jul,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
52,management,married,tertiary,no,0,no,no,cellular,22,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
58,retired,married,secondary,yes,-146,no,yes,cellular,28,aug,8,-1,0,no_previous_contact,no,0,2.1972245773362196,0.0
36,services,married,secondary,no,84,no,no,cellular,27,aug,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
29,admin.,married,secondary,no,6429,yes,yes,cellular,14,may,1,352,2,failure,no,1,0.6931471805599453,1.0986122886681098
31,blue-collar,married,primary,no,206,yes,no,unknown,23,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
27,student,single,unknown,no,468,no,no,cellular,4,feb,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
29,blue-collar,single,secondary,no,2553,yes,no,cellular,16,apr,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
38,management,married,tertiary,no,5432,yes,yes,cellular,17,apr,1,149,2,failure,no,1,0.6931471805599453,1.0986122886681098
44,entrepreneur,married,secondary,no,168,no,no,unknown,19,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
47,management,divorced,tertiary,no,2515,no,no,unknown,20,jun,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
41,admin.,single,secondary,no,100,yes,no,telephone,24,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,2,96,2,other,no,1,1.0986122886681098,1.0986122886681098
37,management,married,tertiary,no,8821,yes,no,cellular,14,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,2,181,5,failure,yes,1,1.0986122886681098,1.791759469228055
32,blue-collar,married,secondary,no,822,yes,no,cellular,14,may,8,366,6,failure,no,1,2.1972245773362196,1.9459101490553132
37,admin.,married,tertiary,no,2693,yes,no,cellular,8,apr,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
32,services,single,unknown,no,2378,no,no,cellular,17,nov,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
52,services,married,secondary,no,497,yes,no,telephone,15,jul,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
72,retired,married,secondary,no,4130,no,no,cellular,12,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
31,management,single,tertiary,no,38279,no,no,cellular,16,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
59,management,married,secondary,no,966,no,no,telephone,21,jul,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
29,management,married,secondary,no,-420,yes,no,cellular,2,feb,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
36,management,married,tertiary,no,2813,yes,no,cellular,7,aug,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
40,self-employed,married,tertiary,no,1126,yes,no,unknown,16,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
36,management,single,tertiary,no,1283,no,no,cellular,18,aug,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
31,blue-collar,married,secondary,no,150,yes,no,telephone,14,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
32,blue-collar,divorced,secondary,no,-289,yes,no,unknown,12,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
48,management,married,secondary,no,286,no,no,cellular,12,aug,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
39,technician,single,secondary,no,316,no,no,cellular,8,aug,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
52,admin.,single,secondary,no,726,yes,no,cellular,24,may,1,378,9,failure,yes,1,0.6931471805599453,2.302585092994046
43,retired,married,secondary,no,860,no,no,telephone,30,oct,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
33,blue-collar,married,primary,no,410,yes,no,cellular,13,may,2,355,2,failure,no,1,1.0986122886681098,1.0986122886681098
32,admin.,married,secondary,no,35,no,no,cellular,17,dec,3,126,3,success,yes,1,1.3862943611198906,1.3862943611198906
56,self-employed,married,tertiary,no,349,yes,no,telephone,4,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
43,technician,married,tertiary,no,1796,no,no,cellular,28,jan,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,2,184,1,success,yes,1,1.0986122886681098,0.6931471805599453
31,blue-collar,married,secondary,no,1787,yes,no,unknown,20,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
60,retired,married,primary,no,1720,no,no,telephone,6,aug,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
27,blue-collar,married,secondary,no,379,yes,yes,unknown,6,jun,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
32,technician,single,secondary,no,6471,yes,yes,unknown,26,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
36,entrepreneur,married,secondary,no,0,yes,no,cellular,29,jan,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
25,services,single,secondary,no,5,no,yes,cellular,30,jul,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
51,management,divorced,tertiary,no,318,yes,no,cellular,6,may,2,355,2,failure,no,1,1.0986122886681098,1.0986122886681098
36,services,married,secondary,no,0,yes,no,cellular,18,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
39,technician,single,secondary,no,0,no,no,cellular,25,aug,9,-1,0,no_previous_contact,no,0,2.302585092994046,0.0
48,technician,married,secondary,no,454,yes,no,cellular,10,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
60,technician,single,secondary,no,12,no,no,cellular,24,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
49,management,divorced,tertiary,no,557,yes,no,cellular,29,jan,1,223,5,failure,no,1,0.6931471805599453,1.791759469228055
47,management,married,tertiary,no,434,no,no,cellular,12,aug,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
25,technician,married,secondary,no,517,no,no,cellular,28,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
37,management,single,secondary,no,34,yes,no,unknown,29,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
57,technician,married,tertiary,no,1103,no,no,cellular,4,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
36,admin.,divorced,secondary,no,48,no,no,cellular,11,jul,10,-1,0,no_previous_contact,no,0,2.3978952727983707,0.0
58,unemployed,married,secondary,no,0,no,no,unknown,3,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
53,services,married,secondary,no,367,yes,yes,cellular,29,jan,1,261,2,failure,no,1,0.6931471805599453,1.0986122886681098
56,housemaid,married,primary,no,58,no,yes,cellular,7,jul,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
41,blue-collar,married,primary,no,512,yes,no,unknown,6,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
40,services,married,secondary,no,56,yes,no,cellular,12,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
33,admin.,married,secondary,no,0,no,no,unknown,19,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
33,technician,divorced,tertiary,no,839,yes,no,unknown,28,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,3,70,3,failure,no,1,1.3862943611198906,1.3862943611198906
29,blue-collar,married,secondary,no,201,yes,no,unknown,28,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
31,technician,divorced,secondary,no,105,yes,no,cellular,16,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
43,services,married,primary,no,-88,yes,yes,cellular,17,apr,1,147,2,failure,no,1,0.6931471805599453,1.0986122886681098
31,admin.,single,secondary,no,482,yes,no,cellular,18,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
29,management,married,tertiary,no,266,yes,no,cellular,29,jan,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
51,admin.,married,secondary,no,-287,yes,no,cellular,12,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
31,services,married,secondary,no,1422,no,no,cellular,30,apr,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
36,management,divorced,tertiary,no,210,yes,no,telephone,21,nov,1,127,2,failure,no,1,0.6931471805599453,1.0986122886681098
46,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
31,admin.,single,secondary,no,2398,yes,no,unknown,2,jun,13,-1,0,no_previous_contact,no,0,2.6390573296152584,0.0
52,management,married,secondary,no,2216,yes,yes,cellular,14,may,1,332,8,failure,no,1,0.6931471805599453,2.1972245773362196
37,housemaid,divorced,secondary,no,226,no,yes,cellular,19,nov,2,167,3,other,no,1,1.0986122886681098,1.3862943611198906
35,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,8,-1,0,no_previous_contact,no,0,2.1972245773362196,0.0
44,blue-collar,married,primary,no,362,yes,no,cellular,15,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
27,blue-collar,single,secondary,no,48,no,no,cellular,10,jul,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
26,services,single,secondary,no,46,yes,no,cellular,15,may,3,351,6,other,no,1,1.3862943611198906,1.9459101490553132
26,management,single,tertiary,no,2725,no,no,cellular,28,jan,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
57,admin.,divorced,secondary,no,1878,yes,no,cellular,17,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
31,technician,single,secondary,no,1222,yes,no,cellular,20,apr,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
48,admin.,married,secondary,no,1800,yes,no,unknown,18,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
26,student,single,tertiary,no,1804,no,no,cellular,6,apr,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
57,management,married,tertiary,no,2681,no,no,cellular,11,mar,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
35,management,divorced,tertiary,no,36,yes,no,unknown,13,may,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
30,unemployed,divorced,secondary,no,1144,yes,no,unknown,6,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
37,blue-collar,single,secondary,no,2580,yes,no,cellular,18,jul,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
38,self-employed,married,secondary,no,581,yes,no,cellular,4,feb,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
41,blue-collar,married,primary,no,96,yes,yes,cellular,17,apr,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
26,admin.,single,secondary,no,3529,no,yes,cellular,7,sep,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
34,management,married,tertiary,no,363,no,no,unknown,21,may,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
38,technician,married,secondary,no,6,yes,no,unknown,26,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
54,housemaid,divorced,secondary,yes,34,no,no,cellular,21,jul,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
43,housemaid,married,secondary,no,-177,yes,no,unknown,21,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
44,self-employed,married,tertiary,no,8402,yes,no,cellular,18,aug,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
31,technician,single,secondary,no,23,yes,no,cellular,14,may,1,370,1,failure,no,1,0.6931471805599453,0.6931471805599453
58,retired,married,secondary,no,5435,yes,no,unknown,6,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
54,housemaid,married,secondary,no,736,yes,no,cellular,16,apr,1,331,1,failure,no,1,0.6931471805599453,0.6931471805599453
34,blue-collar,single,secondary,yes,-115,yes,no,unknown,14,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
36,entrepreneur,single,secondary,no,67,no,no,cellular,7,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
36,admin.,single,secondary,no,0,yes,yes,cellular,21,nov,1,189,1,failure,no,1,0.6931471805599453,0.6931471805599453
44,blue-collar,single,primary,no,1593,yes,no,unknown,29,may,3,-1,0,no_previous_contact,yes,0,1.3862943611198906,0.0
50,technician,married,secondary,no,503,yes,no,cellular,24,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
43,blue-collar,married,secondary,no,704,yes,no,telephone,11,may,2,306,1,failure,no,1,1.0986122886681098,0.6931471805599453
62,services,married,primary,no,276,no,no,cellular,14,oct,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
50,blue-collar,married,secondary,no,825,yes,no,cellular,16,apr,3,273,1,failure,no,1,1.3862943611198906,0.6931471805599453
29,technician,single,secondary,no,468,yes,no,cellular,18,may,1,370,3,failure,no,1,0.6931471805599453,1.3862943611198906
30,services,married,secondary,no,114,no,no,cellular,20,aug,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
44,management,married,tertiary,no,773,no,yes,cellular,9,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
27,management,married,secondary,no,-41,yes,no,unknown,16,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
44,blue-collar,married,primary,no,417,yes,no,unknown,2,jun,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
40,management,married,tertiary,no,0,yes,no,cellular,28,jul,11,-1,0,no_previous_contact,no,0,2.4849066497880004,0.0
35,self-employed,single,tertiary,no,538,yes,yes,cellular,19,nov,1,195,9,failure,no,1,0.6931471805599453,2.302585092994046
45,technician,married,tertiary,no,115,no,no,cellular,16,dec,1,194,1,other,no,1,0.6931471805599453,0.6931471805599453
31,technician,single,secondary,no,2377,yes,no,cellular,11,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
35,entrepreneur,married,tertiary,no,280,yes,no,unknown,21,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
55,technician,married,secondary,no,10185,no,no,cellular,11,aug,1,180,4,success,no,1,0.6931471805599453,1.6094379124341003
36,blue-collar,married,primary,no,272,no,no,unknown,11,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
28,technician,married,secondary,no,880,yes,no,unknown,26,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
46,self-employed,married,tertiary,no,-80,yes,no,unknown,12,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
32,blue-collar,married,secondary,no,2526,yes,no,unknown,20,jun,8,-1,0,no_previous_contact,no,0,2.1972245773362196,0.0
39,technician,single,secondary,no,201,no,yes,unknown,6,jun,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
27,blue-collar,single,primary,no,1,no,no,cellular,3,feb,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
45,management,married,secondary,no,458,yes,no,cellular,8,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
33,blue-collar,married,secondary,no,-416,yes,no,unknown,29,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
32,technician,married,tertiary,no,0,yes,no,cellular,2,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
33,management,single,tertiary,no,3623,no,no,cellular,14,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
36,blue-collar,married,unknown,no,722,yes,no,cellular,18,nov,1,182,2,failure,no,1,0.6931471805599453,1.0986122886681098
45,entrepreneur,married,tertiary,no,98,no,no,cellular,1,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
